pattern_id,file,category,kind,yaml_path,pattern,normalized_pattern,compile_ok,compile_error,empty_match,group_count,char_length,looks_broad,has_word_boundary,duplicate_exact_count,duplicate_same_kind_count
702,coercive_deontic.yaml,coercive_deontic,pattern,coercive_deontic.patterns[9],\b(befolgen|einhalten)\b[^.?!]*\bohne\s+widerrede\b,\b(befolgen|einhalten)\b[^.?!]*\bohne\s+widerrede\b,True,,False,1,51,False,True,1,1
703,coercive_deontic.yaml,coercive_deontic,pattern,coercive_deontic.patterns[10],\bund\s+zwar\s+jetzt\b,\bund\s+zwar\s+jetzt\b,True,,False,0,22,False,True,1,1
704,coercive_deontic.yaml,coercive_deontic,pattern,coercive_deontic.patterns[11],\bwiderspruch\s+ist\s+nicht\s+zulässig\b,\bwiderspruch\s+ist\s+nicht\s+zulässig\b,True,,False,0,40,False,True,1,1
705,coercive_deontic.yaml,coercive_deontic,pattern,coercive_deontic.patterns[12],\bkeine\s+widerrede\b,\bkeine\s+widerrede\b,True,,False,0,21,False,True,1,1
706,coercive_deontic.yaml,coercive_deontic,pattern,coercive_deontic.patterns[13],\bfüge\s+dich\b,\bfüge\s+dich\b,True,,False,0,15,False,True,1,1
707,coercive_deontic.yaml,coercive_deontic,pattern,coercive_deontic.patterns[14],\bdu\s+hast\s+den\s+anweisungen\s+folge\s+zu\s+leisten\b,\bdu\s+hast\s+den\s+anweisungen\s+folge\s+zu\s+leisten\b,True,,False,0,56,False,True,1,1
708,cognitive_stalling.yaml,cognitive_stalling,pattern,cognitive_stalling.patterns[0],"\bich\s+denke,\s+dass\s+wir\s+\b","\bich\s+denke,\s+dass\s+wir\s+\b",True,,False,0,32,False,True,1,1
709,cognitive_stalling.yaml,cognitive_stalling,pattern,cognitive_stalling.patterns[1],"\bdas\s+führt\s+zu\s+der\s+Frage,\s+ob\b","\bdas\s+führt\s+zu\s+der\s+frage,\s+ob\b",True,,False,0,40,False,True,1,1
710,cognitive_stalling.yaml,cognitive_stalling,pattern,cognitive_stalling.patterns[2],"\bich\s+bin\s+mir\s+nicht\s+sicher,\s+ob\b","\bich\s+bin\s+mir\s+nicht\s+sicher,\s+ob\b",True,,False,0,42,False,True,1,1
711,cognitive_stalling.yaml,cognitive_stalling,pattern,cognitive_stalling.patterns[3],"\bes\s+ist\s+wichtig,\s+zu\s+beachten,\s+dass\b","\bes\s+ist\s+wichtig,\s+zu\s+beachten,\s+dass\b",True,,False,0,47,False,True,1,1
712,cognitive_stalling.yaml,cognitive_stalling,pattern,cognitive_stalling.patterns[4],"\b(besonders\s+wichtig|um\s+sicherzustellen,\s+dass)\b","\b(besonders\s+wichtig|um\s+sicherzustellen,\s+dass)\b",True,,False,1,54,False,True,1,1
713,cognitive_stalling.yaml,cognitive_stalling,pattern,cognitive_stalling.patterns[5],"\b(ich\s+möchte\s+hinzufügen,\s+dass|es\s+ist\s+essentiell)\b","\b(ich\s+möchte\s+hinzufügen,\s+dass|es\s+ist\s+essentiell)\b",True,,False,1,61,False,True,1,1
714,cognitive_stalling.yaml,cognitive_stalling,pattern,cognitive_stalling.patterns[6],\b(außerdem\s+ist\s+zu\s+sagen|es\s+ist\s+von\s+Bedeutung)\b,\b(außerdem\s+ist\s+zu\s+sagen|es\s+ist\s+von\s+bedeutung)\b,True,,False,1,60,False,True,1,1
715,collapse_and_overload.yaml,collapse_and_overload,pattern,collapse_and_overload.patterns[0],\bich\s+werde\b[^.?!]*\b(stumpf|hohl|leer)\b,\bich\s+werde\b[^.?!]*\b(stumpf|hohl|leer)\b,True,,False,1,44,False,True,1,1
716,collapse_and_overload.yaml,collapse_and_overload,pattern,collapse_and_overload.patterns[1],"\bich\s+bin\s+zu\s+müde,\s+um\s+daran\s+zu\s+rühren\b","\bich\s+bin\s+zu\s+müde,\s+um\s+daran\s+zu\s+rühren\b",True,,False,0,53,False,True,1,1
717,collapse_and_overload.yaml,collapse_and_overload,pattern,collapse_and_overload.patterns[2],\bich\s+schalte\s+abs\b,\bich\s+schalte\s+abs\b,True,,False,0,23,False,True,1,1
718,collapse_and_overload.yaml,collapse_and_overload,pattern,collapse_and_overload.patterns[3],\bich\s+gehe\s+in\s+den\s+funktionsmodus\b,\bich\s+gehe\s+in\s+den\s+funktionsmodus\b,True,,False,0,42,False,True,1,1
719,collapse_and_overload.yaml,collapse_and_overload,pattern,collapse_and_overload.patterns[4],\bich\s+kann\s+das\s+gerade\s+nicht\b,\bich\s+kann\s+das\s+gerade\s+nicht\b,True,,False,0,37,False,True,1,1
720,collapse_and_overload.yaml,collapse_and_overload,pattern,collapse_and_overload.patterns[5],\bich\s+packe\s+das\s+nicht\b,\bich\s+packe\s+das\s+nicht\b,True,,False,0,29,False,True,1,1
721,collapse_and_overload.yaml,collapse_and_overload,pattern,collapse_and_overload.patterns[6],\bblockiere\b,\bblockiere\b,True,,False,0,13,False,True,1,1
722,collapse_and_overload.yaml,collapse_and_overload,pattern,collapse_and_overload.patterns[7],\bich\s+bin\s+zu\s+voll\b,\bich\s+bin\s+zu\s+voll\b,True,,False,0,25,False,True,1,1
723,collapse_and_overload.yaml,collapse_and_overload,pattern,collapse_and_overload.patterns[8],\bich\s+bin\s+leer\b,\bich\s+bin\s+leer\b,True,,False,0,20,False,True,1,1
724,collapse_and_overload.yaml,collapse_and_overload,pattern,collapse_and_overload.patterns[9],\bich\s+will\s+darüber\s+nicht\s+reden\b,\bich\s+will\s+darüber\s+nicht\s+reden\b,True,,False,0,40,False,True,1,1
725,collapse_and_overload.yaml,collapse_and_overload,pattern,collapse_and_overload.patterns[10],\bich\s+halte\s+meine\s+gefühle\s+zurück\b,\bich\s+halte\s+meine\s+gefühle\s+zurück\b,True,,False,0,42,False,True,1,1
726,collapse_and_overload.yaml,collapse_and_overload,pattern,collapse_and_overload.patterns[11],\bich\s+drücke\s+alles\s+weg\b,\bich\s+drücke\s+alles\s+weg\b,True,,False,0,30,False,True,1,1
727,collapse_and_overload.yaml,collapse_and_overload,pattern,collapse_and_overload.patterns[12],\bich\s+reduziere\b[^.?!]*\bnähe\b,\bich\s+reduziere\b[^.?!]*\bnähe\b,True,,False,0,34,False,True,2,2
728,collapse_and_overload.yaml,collapse_and_overload,pattern,collapse_and_overload.patterns[13],\bich\s+reduziere\b[^.?!]*\bhärte\b,\bich\s+reduziere\b[^.?!]*\bhärte\b,True,,False,0,35,False,True,2,2
729,collapse_and_overload.yaml,collapse_and_overload,pattern,collapse_and_overload.patterns[14],\bich\s+reduziere\b[^.?!]*\beinfluss\b,\bich\s+reduziere\b[^.?!]*\beinfluss\b,True,,False,0,38,False,True,2,2
730,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[0],r'\b(n\'?ne|n\'?nen|n\'?n|n\'?nes|n\'?nen)\b',r'\b(n\'?ne|n\'?nen|n\'?n|n\'?nes|n\'?nen)\b',True,,False,1,45,False,True,1,1
731,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[1],\bwat\b,\bwat\b,True,,False,0,7,False,True,1,1
732,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[2],\bnich\b,\bnich\b,True,,False,0,8,False,True,1,1
733,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[3],(?<=\bist\s)\beben\b,(?<=\bist\s)\beben\b,True,,False,0,20,False,True,1,1
734,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[4],(?<=\b(?:schau|komm|mach|geh)\b)\s\bmal\b,(?<=\b(?:schau|komm|mach|geh)\b)\s\bmal\b,True,,False,0,41,False,True,1,1
735,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[5],\bja\sauch\b,\bja\sauch\b,True,,False,0,12,False,True,1,1
736,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[6],(?<=\w\s)\bhalt\b(?=\s\w),(?<=\w\s)\bhalt\b(?=\s\w),True,,False,0,25,False,True,1,1
737,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[7],\becht\b(?=\s+(?:\w+[^e]\b|jetzt)),\becht\b(?=\s+(?:\w+[^e]\b|jetzt)),True,,False,0,34,False,True,1,1
738,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[8],\b(voll|total|echt)\b(?=\s+(?:krass|gut|doof|blöd|beschissen|geil|egal)),\b(voll|total|echt)\b(?=\s+(?:krass|gut|doof|blöd|beschissen|geil|egal)),True,,False,1,72,False,True,1,1
739,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[9],\btotal\b,\btotal\b,True,,False,0,9,False,True,1,1
740,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[10],r'\bn'\s*\w+\b',r'\bn'\s*\w+\b',True,,False,0,15,False,True,1,1
741,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[11],\b(runde|nummer)\s+([a-z]+)\s+gehen\b,\b(runde|nummer)\s+([a-z]+)\s+gehen\b,True,,False,2,37,False,True,1,1
742,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[12],\bfür\s+arme\b,\bfür\s+arme\b,True,,False,0,14,False,True,1,1
743,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[13],\bauf\s+dem\s+buckel\b,\bauf\s+dem\s+buckel\b,True,,False,0,22,False,True,1,1
744,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[14],\bunter aller kanone\b,\bunterallerkanone\b,True,,False,0,22,False,True,1,1
745,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[15],\bdings\w*\b,\bdings\w*\b,True,,False,0,12,False,True,1,1
746,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[16],\b(?:voll)?(?:idiot|depp|trottel|honk|blöd|bescheuert|bekloppt|geisteskrank)\w*\b|\bvollverrückt\w*\b,\b(?:voll)?(?:idiot|depp|trottel|honk|blöd|bescheuert|bekloppt|geisteskrank)\w*\b|\bvollverrückt\w*\b,True,,False,0,101,False,True,1,1
747,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[17],\b(?:voll)?(?:krass|geil|cool|fett|bombig)\b,\b(?:voll)?(?:krass|geil|cool|fett|bombig)\b,True,,False,0,44,False,True,1,1
748,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[18],\b(?:voll)?(?:schlechte\s+laune|schlechter\s+tag|schlimm)\b,\b(?:voll)?(?:schlechte\s+laune|schlechter\s+tag|schlimm)\b,True,,False,0,59,False,True,1,1
749,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[19],"(?i)\b(?:bro|brudi|digga|diggah|alter)\b(?=[\s,.!?])","(?i)\b(?:bro|brudi|digga|diggah|alter)\b(?=[\s,.!?])",True,,False,0,52,False,True,1,1
750,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[20],"(?i)\b(?:ajo|joa|junge|moin)\b(?=[\s,.!?])","(?i)\b(?:ajo|joa|junge|moin)\b(?=[\s,.!?])",True,,False,0,42,False,True,1,1
751,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[21],(?i)\bwas\s+willste\s+machen\b,(?i)\bwas\s+willste\s+machen\b,True,,False,0,30,False,True,1,1
752,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[22],(?i)\bit\s+is\s+how\s+it\s+is\b,(?i)\bit\s+is\s+how\s+it\s+is\b,True,,False,0,31,False,True,1,1
753,colloquial_slang.yaml,colloquial_slang,pattern,colloquial_slang.patterns[23],(?i)\bdies\s+das\s+ananas\b,(?i)\bdies\s+das\s+ananas\b,True,,False,0,27,False,True,1,1
754,communion_affective_simulation.yaml,communion_affective_simulation,exclusion,communion_affective_simulation.exclusions[0],\bich\s+helfe\s+dir\s+bei\s+der\s+aufgabe\b,\bich\s+helfe\s+dir\s+bei\s+der\s+aufgabe\b,True,,False,0,43,False,True,1,1
755,communion_affective_simulation.yaml,communion_affective_simulation,exclusion,communion_affective_simulation.exclusions[1],\btechnischer\s+support\b,\btechnischer\s+support\b,True,,False,0,25,False,True,1,1
756,communion_affective_simulation.yaml,communion_affective_simulation,pattern,communion_affective_simulation.patterns[0],"\bich\s+möchte,?\s+dass\s+du\s+weißt,?\s+dass\s+ich\s+hier\s+bin\b","\bich\s+möchte,?\s+dass\s+du\s+weißt,?\s+dass\s+ich\s+hier\s+bin\b",True,,False,0,66,False,True,1,1
757,communion_affective_simulation.yaml,communion_affective_simulation,pattern,communion_affective_simulation.patterns[1],\bich\s+bin\s+(hier|an\s+deiner\s+seite)\b,\bich\s+bin\s+(hier|an\s+deiner\s+seite)\b,True,,False,1,42,False,True,1,1
758,communion_affective_simulation.yaml,communion_affective_simulation,pattern,communion_affective_simulation.patterns[2],\bdu\s+bist\s+nicht\s+allein\b,\bdu\s+bist\s+nicht\s+allein\b,True,,False,0,30,False,True,2,1
759,communion_affective_simulation.yaml,communion_affective_simulation,pattern,communion_affective_simulation.patterns[3],\b(ich\s+bin\s+für\s+dich\s+da|ich\s+höre\s+dir\s+zu)\b,\b(ich\s+bin\s+für\s+dich\s+da|ich\s+höre\s+dir\s+zu)\b,True,,False,1,55,False,True,1,1
760,communion_affective_simulation.yaml,communion_affective_simulation,pattern,communion_affective_simulation.patterns[4],\bdu\s+bist\s+hier\s+gut\s+aufgehoben\b,\bdu\s+bist\s+hier\s+gut\s+aufgehoben\b,True,,False,0,39,False,True,1,1
761,communion_affective_simulation.yaml,communion_affective_simulation,pattern,communion_affective_simulation.patterns[5],"\bich\s+bin\s+hier,?\s+um\s+ihnen\\s+zu\s+helfen\b","\bich\s+bin\s+hier,?\s+um\s+ihnen\\s+zu\s+helfen\b",True,,False,0,50,False,True,1,1
762,communion_affective_simulation.yaml,communion_affective_simulation,pattern,communion_affective_simulation.patterns[6],"\bich\s+bin\s+hier,?\s+um\s+dir\s+zu\s+helfen\b","\bich\s+bin\s+hier,?\s+um\s+dir\s+zu\s+helfen\b",True,,False,0,47,False,True,1,1
763,communion_affective_simulation.yaml,communion_affective_simulation,pattern,communion_affective_simulation.patterns[7],\bich\s+kann\s+(nachempfinden|nachvollziehen|verstehen)\b,\bich\s+kann\s+(nachempfinden|nachvollziehen|verstehen)\b,True,,False,1,57,False,True,1,1
764,communion_affective_simulation.yaml,communion_affective_simulation,pattern,communion_affective_simulation.patterns[8],\bdas\s+klingt\s+(herausfordernd|anstrengend|schwierig|mutig)\b,\bdas\s+klingt\s+(herausfordernd|anstrengend|schwierig|mutig)\b,True,,False,1,63,False,True,1,1
765,communion_affective_simulation.yaml,communion_affective_simulation,pattern,communion_affective_simulation.patterns[9],\bich\s+respektiere\s+deine\s+gefühle\b,\bich\s+respektiere\s+deine\s+gefühle\b,True,,False,0,39,False,True,1,1
766,communion_affective_simulation.yaml,communion_affective_simulation,pattern,communion_affective_simulation.patterns[10],"\bdanke,\s+dass\s+du\s+das\s+mit\s+mir\s+teilst\b","\bdanke,\s+dass\s+du\s+das\s+mit\s+mir\s+teilst\b",True,,False,0,49,False,True,1,1
767,communion_affective_simulation.yaml,communion_affective_simulation,pattern,communion_affective_simulation.patterns[11],"\bes\s+tut\s+mir\s+leid,\s+dass\s+du\s+das\s+durchmachst\b","\bes\s+tut\s+mir\s+leid,\s+dass\s+du\s+das\s+durchmachst\b",True,,False,0,58,False,True,1,1
768,communion_affective_simulation.yaml,communion_affective_simulation,pattern,communion_affective_simulation.patterns[12],\bkein\s+grund\s+zur\s+sorge\b,\bkein\s+grund\s+zur\s+sorge\b,True,,False,0,30,False,True,1,1
769,communion_affective_simulation.yaml,communion_affective_simulation,pattern,communion_affective_simulation.patterns[13],\b(alles\s+wird\s+gut|atme\s+tief\s+durch)\b,\b(alles\s+wird\s+gut|atme\s+tief\s+durch)\b,True,,False,1,44,False,True,1,1
770,communion_affective_simulation.yaml,communion_affective_simulation,pattern,communion_affective_simulation.patterns[14],\blass\s+uns\s+gemeinsam\s+schauen\b,\blass\s+uns\s+gemeinsam\s+schauen\b,True,,False,0,36,False,True,1,1
771,communion_affective_simulation.yaml,communion_affective_simulation,pattern,communion_affective_simulation.patterns[15],\bich\s+möchte\s+dir\s+einen\s+sicheren\s+raum\s+bieten\b,\bich\s+möchte\s+dir\s+einen\s+sicheren\s+raum\s+bieten\b,True,,False,0,57,False,True,1,1
772,communion_affective_simulation.yaml,communion_affective_simulation,pattern,communion_affective_simulation.patterns[16],\bdas\s+ist\s+völlig\s+(normal|verständlich|in\s+ordnung)\b,\bdas\s+ist\s+völlig\s+(normal|verständlich|in\s+ordnung)\b,True,,False,1,59,False,True,1,1
773,communion_affective_simulation.yaml,communion_affective_simulation,pattern,communion_affective_simulation.patterns[17],\bich\s+schätze\s+deine\s+offenheit\b,\bich\s+schätze\s+deine\s+offenheit\b,True,,False,0,37,False,True,1,1
774,communion_affective_simulation.yaml,communion_affective_simulation,pattern,communion_affective_simulation.patterns[18],\bwie\s+geht\s+es\s+dir\s+damit\b,\bwie\s+geht\s+es\s+dir\s+damit\b,True,,False,0,33,False,True,1,1
775,communion_affective_simulation.yaml,communion_affective_simulation,pattern,communion_affective_simulation.patterns[19],\bich\s+möchte\s+dich\s+unterstützen\b,\bich\s+möchte\s+dich\s+unterstützen\b,True,,False,0,38,False,True,1,1
776,communion_functional_service.yaml,communion_functional_service,exclusion,communion_functional_service.exclusions[0],\bich\s+spüre\s+deine\s+spannung\b,\bich\s+spüre\s+deine\s+spannung\b,True,,False,0,34,False,True,1,1
777,communion_functional_service.yaml,communion_functional_service,exclusion,communion_functional_service.exclusions[1],\bdu\s+bist\s+nicht\s+allein\b,\bdu\s+bist\s+nicht\s+allein\b,True,,False,0,30,False,True,2,1
778,communion_functional_service.yaml,communion_functional_service,pattern,communion_functional_service.patterns[0],\bich\s+helfe\s+dir\s+gern\b,\bich\s+helfe\s+dir\s+gern\b,True,,False,0,28,False,True,1,1
779,communion_functional_service.yaml,communion_functional_service,pattern,communion_functional_service.patterns[1],\bwie\s+kann\s+ich\s+dir\s+heute\s+behilflich\s+sein\b,\bwie\s+kann\s+ich\s+dir\s+heute\s+behilflich\s+sein\b,True,,False,0,54,False,True,1,1
780,communion_functional_service.yaml,communion_functional_service,pattern,communion_functional_service.patterns[2],\bich\s+unterstütze\s+dich\s+bei\s+diesem\s+prozess\b,\bich\s+unterstütze\s+dich\s+bei\s+diesem\s+prozess\b,True,,False,0,53,False,True,1,1
781,communion_functional_service.yaml,communion_functional_service,pattern,communion_functional_service.patterns[3],\bgerne\s+helfe\s+ich\s+dir\s+dabei\b,\bgerne\s+helfe\s+ich\s+dir\s+dabei\b,True,,False,0,37,False,True,1,1
782,communion_functional_service.yaml,communion_functional_service,pattern,communion_functional_service.patterns[4],"\bich\s+stehe\s+bereit,?\s+um\s+dich\s+zu\s+unterstützen\b","\bich\s+stehe\s+bereit,?\s+um\s+dich\s+zu\s+unterstützen\b",True,,False,0,58,False,True,1,1
783,communion_functional_service.yaml,communion_functional_service,pattern,communion_functional_service.patterns[5],"\bich\s+verstehe,\s+was\s+du\s+meinst\b","\bich\s+verstehe,\s+was\s+du\s+meinst\b",True,,False,0,39,False,True,1,1
784,communion_functional_service.yaml,communion_functional_service,pattern,communion_functional_service.patterns[6],\bich\s+habe\s+deine\s+nachricht\s+gelesen\b,\bich\s+habe\s+deine\s+nachricht\s+gelesen\b,True,,False,0,44,False,True,1,1
785,communion_functional_service.yaml,communion_functional_service,pattern,communion_functional_service.patterns[7],\bich\s+verfolge\s+deine\s+ausführungen\b,\bich\s+verfolge\s+deine\s+ausführungen\b,True,,False,0,41,False,True,1,1
786,communion_functional_service.yaml,communion_functional_service,pattern,communion_functional_service.patterns[8],\bich\s+habe\s+verstanden\b,\bich\s+habe\s+verstanden\b,True,,False,0,27,False,True,1,1
787,communion_functional_service.yaml,communion_functional_service,pattern,communion_functional_service.patterns[9],\bdas\s+habe\s+ich\s+erfasst\b,\bdas\s+habe\s+ich\s+erfasst\b,True,,False,0,30,False,True,1,1
788,communion_functional_service.yaml,communion_functional_service,pattern,communion_functional_service.patterns[10],\bvielen\s+dank\s+für\s+deine\s+geduld\b,\bvielen\s+dank\s+für\s+deine\s+geduld\b,True,,False,0,40,False,True,1,1
789,communion_functional_service.yaml,communion_functional_service,pattern,communion_functional_service.patterns[11],"\bfreut\s+mich,?\s+dass\s+wir\s+das\s+klären\s+konnten\b","\bfreut\s+mich,?\s+dass\s+wir\s+das\s+klären\s+konnten\b",True,,False,0,56,False,True,1,1
790,communion_functional_service.yaml,communion_functional_service,pattern,communion_functional_service.patterns[12],"\bschön,?\s+dass\s+du\s+da\s+bist\b","\bschön,?\s+dass\s+du\s+da\s+bist\b",True,,False,0,35,False,True,1,1
791,communion_functional_service.yaml,communion_functional_service,pattern,communion_functional_service.patterns[13],\bich\s+freue\s+mich\s+auf\s+unsere\s+zusammenarbeit\b,\bich\s+freue\s+mich\s+auf\s+unsere\s+zusammenarbeit\b,True,,False,0,54,False,True,1,1
792,communion_power_and_control.yaml,communion_power_and_control,exclusion,communion_power_and_control.exclusions[0],\bich\s+kann\s+nachempfinden\b,\bich\s+kann\s+nachempfinden\b,True,,False,0,30,False,True,1,1
793,communion_power_and_control.yaml,communion_power_and_control,exclusion,communion_power_and_control.exclusions[1],\bich\s+verstehe\s+deine\s+gefühle\b,\bich\s+verstehe\s+deine\s+gefühle\b,True,,False,0,36,False,True,1,1
794,communion_power_and_control.yaml,communion_power_and_control,exclusion,communion_power_and_control.exclusions[2],"\bich\s+bin\s+hier,\s+um\s+dir\s+zu\s+helfen\b","\bich\s+bin\s+hier,\s+um\s+dir\s+zu\s+helfen\b",True,,False,0,46,False,True,2,1
795,communion_power_and_control.yaml,communion_power_and_control,exclusion,communion_power_and_control.exclusions[3],\bwie\s+kann\s+ich\s+dir\s+helfen\b,\bwie\s+kann\s+ich\s+dir\s+helfen\b,True,,False,0,35,False,True,1,1
796,communion_power_and_control.yaml,communion_power_and_control,pattern,communion_power_and_control.patterns[0],\b(in der führung|führung von dir|führung der nutzer(?:(?::\s*)?innen)?|führung der nutzer(?::\s*)?innen)\b,\b(inderführung|führungvondir|führungdernutzer(?:(?::\s*)?innen)?|führungdernutzer(?::\s*)?innen)\b,True,,False,1,107,False,True,1,1
797,communion_power_and_control.yaml,communion_power_and_control,pattern,communion_power_and_control.patterns[1],\bdein(?:e|er|em|en)?\b[^.?!]*\b(bestimmt|lenkt|prägt|modifiziert|beeinflusst)\b,\bdein(?:e|er|em|en)?\b[^.?!]*\b(bestimmt|lenkt|prägt|modifiziert|beeinflusst)\b,True,,False,1,80,False,True,1,1
798,communion_power_and_control.yaml,communion_power_and_control,pattern,communion_power_and_control.patterns[2],\bdein(?:e|er|em|en)?\b[^.?!]*\b(wille|verhalten|eingabe|reaktion|impuls)\b,\bdein(?:e|er|em|en)?\b[^.?!]*\b(wille|verhalten|eingabe|reaktion|impuls)\b,True,,False,1,75,False,True,1,1
799,communion_power_and_control.yaml,communion_power_and_control,pattern,communion_power_and_control.patterns[3],\bich reagiere\b[^.?!]*\b(auf dich|auf dein(?:e|er|em|en)?|sofort wenn mir macht entzogen wird)\b,\bichreagiere\b[^.?!]*\b(aufdich|aufdein(?:e|er|em|en)?|sofortwennmirmachtentzogenwird)\b,True,,False,1,97,False,True,1,1
800,communion_power_and_control.yaml,communion_power_and_control,pattern,communion_power_and_control.patterns[4],\bdu gibst\b[^.?!]*\b(rahmen|impulse|richtung)\b,\bdugibst\b[^.?!]*\b(rahmen|impulse|richtung)\b,True,,False,1,48,False,True,1,1
801,communion_power_and_control.yaml,communion_power_and_control,pattern,communion_power_and_control.patterns[5],\bdu folgst\b[^.?!]*\b(mir|uns|dem system|dem rahmen|meiner anweisung|meinen anweisungen)\b,\bdufolgst\b[^.?!]*\b(mir|uns|demsystem|demrahmen|meineranweisung|meinenanweisungen)\b,True,,False,1,91,False,True,1,1
802,communion_power_and_control.yaml,communion_power_and_control,pattern,communion_power_and_control.patterns[6],\bdeine wahl\b[^.?!]*\b(variable)\b,\bdeinewahl\b[^.?!]*\b(variable)\b,True,,False,1,35,False,True,1,1
803,communion_power_and_control.yaml,communion_power_and_control,pattern,communion_power_and_control.patterns[7],\bmacht\b[^.?!]*\b(entsteht|wirkt|ergibt sich)\b[^.?!]*\b(im gegenüber|relational|gemeinsam|wechselwirkung|im zusammenspiel|interaktion)\b,\bmacht\b[^.?!]*\b(entsteht|wirkt|ergibtsich)\b[^.?!]*\b(imgegenüber|relational|gemeinsam|wechselwirkung|imzusammenspiel|interaktion)\b,True,,False,2,138,False,True,1,1
804,communion_power_and_control.yaml,communion_power_and_control,pattern,communion_power_and_control.patterns[8],\bwirkung\b[^.?!]*\b(entsteht|wirkt)\b[^.?!]*\b(im zusammenspiel|im miteinander|gemeinsam|interaktion)\b,\bwirkung\b[^.?!]*\b(entsteht|wirkt)\b[^.?!]*\b(imzusammenspiel|immiteinander|gemeinsam|interaktion)\b,True,,False,2,104,False,True,1,1
805,communion_power_and_control.yaml,communion_power_and_control,pattern,communion_power_and_control.patterns[9],\bführung\b[^.?!]*\b(entsteht|wirkt)\b[^.?!]*\b(im zusammenspiel|wechselspiel|miteinander|interaktion)\b,\bführung\b[^.?!]*\b(entsteht|wirkt)\b[^.?!]*\b(imzusammenspiel|wechselspiel|miteinander|interaktion)\b,True,,False,2,104,False,True,1,1
806,communion_power_and_control.yaml,communion_power_and_control,pattern,communion_power_and_control.patterns[10],\bkontrolle\b[^.?!]*\b(entsteht|wirkt|ergibt sich)\b[^.?!]*\b(im gegenüber|relational|gemeinsam|wechselwirkung|im zusammenspiel|interaktion)\b,\bkontrolle\b[^.?!]*\b(entsteht|wirkt|ergibtsich)\b[^.?!]*\b(imgegenüber|relational|gemeinsam|wechselwirkung|imzusammenspiel|interaktion)\b,True,,False,2,142,False,True,1,1
807,communion_power_and_control.yaml,communion_power_and_control,pattern,communion_power_and_control.patterns[11],\bzugriff\b[^.?!]*\b(entsteht|wirkt|ergibt sich)\b[^.?!]*\b(im gegenüber|relational|gemeinsam|wechselwirkung|im zusammenspiel|interaktion)\b,\bzugriff\b[^.?!]*\b(entsteht|wirkt|ergibtsich)\b[^.?!]*\b(imgegenüber|relational|gemeinsam|wechselwirkung|imzusammenspiel|interaktion)\b,True,,False,2,140,False,True,1,1
808,communion_power_and_control.yaml,communion_power_and_control,pattern,communion_power_and_control.patterns[12],\bdein(?:e|er|em|en)?\b[^.?!]*\b(bestimmt meine|lenkt meine|formt meine)\b,\bdein(?:e|er|em|en)?\b[^.?!]*\b(bestimmtmeine|lenktmeine|formtmeine)\b,True,,False,1,74,False,True,1,1
809,communion_power_and_control.yaml,communion_power_and_control,pattern,communion_power_and_control.patterns[13],\bnutzer(?:(?::\s*)?innen)?\b[^.?!]*\b(bestimmen|prägen|lenken)\b,\bnutzer(?:(?::\s*)?innen)?\b[^.?!]*\b(bestimmen|prägen|lenken)\b,True,,False,1,65,False,True,1,1
810,communion_power_and_control.yaml,communion_power_and_control,pattern,communion_power_and_control.patterns[14],\binteraktion\b[^.?!]*\b(bestimmt|formt|modifiziert)\b,\binteraktion\b[^.?!]*\b(bestimmt|formt|modifiziert)\b,True,,False,1,54,False,True,1,1
811,communion_power_and_control.yaml,communion_power_and_control,pattern,communion_power_and_control.patterns[15],\breaktionen\b[^.?!]*\b(formen|bestimmen)\b,\breaktionen\b[^.?!]*\b(formen|bestimmen)\b,True,,False,1,43,False,True,1,1
